"stylesize_list_json","priority_list_json","is_separate_price","event_id","tran_range_plan_event_id","is_finalized","tran_bp_event_id","tran_bp_year_id","total_rangeplan_mrp_value","total_rangeplan_quantity","total_rangeplan_cpu_value","style_product_size_group_id","is_submitted","is_approved","approved_by","approve_date","approve_remarks","remarks","bp_yearly_gross_sales","event_gross_sales","range_plan_id","range_plan_detail_id","range_plan_quantity","mrp_per_pc_value","mrp_value","cpu_per_pc_value","cpu_value","priority_id","prev_year_quantity","prev_year_efficiency","fiscal_year_id","style_item_product_name","style_item_type_name","style_product_type_name","style_item_origin_name","style_gender_name","master_category_name","added_by","date_added","updated_by","date_updated","style_item_product_id","style_item_type_id","style_product_type_id","style_item_origin_id","style_gender_id","style_master_category_id","stylesize_list_json-2","priority_list_json-2","is_separate_price-2","event_id-2","tran_range_plan_event_id-2","is_finalized-2","tran_bp_event_id-2","tran_bp_year_id-2","total_rangeplan_mrp_value-2","total_rangeplan_quantity-2","total_rangeplan_cpu_value-2","style_product_size_group_id-2","is_submitted-2","is_approved-2","approved_by-2","approve_date-2","approve_remarks-2","remarks-2","bp_yearly_gross_sales-2","event_gross_sales-2","range_plan_id-2","range_plan_detail_id-2","range_plan_quantity-2","mrp_per_pc_value-2","mrp_value-2","cpu_per_pc_value-2","cpu_value-2","priority_id-2","prev_year_quantity-2","prev_year_efficiency-2","fiscal_year_id-2","style_item_product_name-2","style_item_type_name-2","style_product_type_name-2","style_item_origin_name-2","style_gender_name-2","master_category_name-2","added_by-2","date_added-2","updated_by-2","date_updated-2","style_item_product_id-2","style_item_type_id-2","style_product_type_id-2","style_item_origin_id-2","style_gender_id-2","style_master_category_id-2"
"[{""is_separate_price"": true, ""style_product_size"": ""30"", ""range_plan_detail_id"": 139, ""size_per_pc_cpu_value"": 110.0, ""size_per_pc_mrp_value"": 150.0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 686, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 29}, {""is_separate_price"": true, ""style_product_size"": ""32"", ""range_plan_detail_id"": 139, ""size_per_pc_cpu_value"": 0.0, ""size_per_pc_mrp_value"": 0.0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 687, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 30}, {""is_separate_price"": true, ""style_product_size"": ""34"", ""range_plan_detail_id"": 139, ""size_per_pc_cpu_value"": 120.0, ""size_per_pc_mrp_value"": 160.0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 688, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 31}, {""is_separate_price"": true, ""style_product_size"": ""36"", ""range_plan_detail_id"": 139, ""size_per_pc_cpu_value"": 0.0, ""size_per_pc_mrp_value"": 0.0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 689, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 32}, {""is_separate_price"": true, ""style_product_size"": ""38"", ""range_plan_detail_id"": 139, ""size_per_pc_cpu_value"": 0.0, ""size_per_pc_mrp_value"": 0.0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 690, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 33}]","[{""priority_id"": 1, ""priority_name"": ""REGULAR""}, {""priority_id"": 2, ""priority_name"": ""TOP CATEGORY""}]",True,"15","25",False,"157","56","0","0","0","6",False,False,NULL,NULL,NULL,"","2080000000.0","26823996.67828419","27","139","100","155.0","15500.0","115.0","11500.0","1",NULL,NULL,"1","MENS CASUAL BELT","ACCESSORIES","ACCESSORIES","China","MENS","BELT","1","2024-04-27 12:09:03.361495+00",NULL,NULL,"2485","1","1","2","3","72","[{""is_separate_price"": true, ""style_product_size"": ""30"", ""range_plan_detail_id"": 0, ""size_per_pc_cpu_value"": 0, ""size_per_pc_mrp_value"": 0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 0, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 29}, {""is_separate_price"": true, ""style_product_size"": ""32"", ""range_plan_detail_id"": 0, ""size_per_pc_cpu_value"": 0, ""size_per_pc_mrp_value"": 0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 0, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 30}, {""is_separate_price"": true, ""style_product_size"": ""34"", ""range_plan_detail_id"": 0, ""size_per_pc_cpu_value"": 0, ""size_per_pc_mrp_value"": 0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 0, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 31}, {""is_separate_price"": true, ""style_product_size"": ""36"", ""range_plan_detail_id"": 0, ""size_per_pc_cpu_value"": 0, ""size_per_pc_mrp_value"": 0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 0, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 32}, {""is_separate_price"": true, ""style_product_size"": ""38"", ""range_plan_detail_id"": 0, ""size_per_pc_cpu_value"": 0, ""size_per_pc_mrp_value"": 0, ""style_item_product_id"": 2485, ""range_plan_detail_size_id"": 0, ""style_product_size_group_id"": 6, ""style_product_size_group_detid"": 33}]","[{""priority_id"": 1, ""priority_name"": ""REGULAR""}, {""priority_id"": 2, ""priority_name"": ""TOP CATEGORY""}]",True,"15","25",False,"157","56","0","0","0","6",False,False,NULL,NULL,"","","2080000000.0","26823996.67828419",NULL,NULL,NULL,"0","0","0","0",NULL,NULL,"0","1","MENS CASUAL BELT","ACCESSORIES","ACCESSORIES","China","MENS","BELT",NULL,NULL,NULL,NULL,"2485","1","1","2","3","72"
